Source,Target,Weight
American Pale Lager,Vienna Lager,0
Dortmunder / Export Lager,Vienna Lager,0
Altbier,Vienna Lager,0
Berliner Weissbier,Vienna Lager,0
English Porter,Vienna Lager,0
Maibock / Helles Bock,Vienna Lager,0
Irish Dry Stout,Vienna Lager,0
Keller Bier / Zwickel Bier,Vienna Lager,0
English Strong Ale,Vienna Lager,0
Wheatwine,Vienna Lager,0
English Pale Ale,Vienna Lager,0
Bière de Champagne / Bière B,Vienna Lager,0
Czech Pilsener,Vienna Lager,0
American Wild Ale,Vienna Lager,0
Doppelbock,Vienna Lager,0
Dunkelweizen,Vienna Lager,0
Gueuze,Vienna Lager,0
Eisbock,Vienna Lager,0
Euro Strong Lager,Vienna Lager,0
Scottish Gruit / Ancient Herbe,Vienna Lager,0
Lambic - Unblended,Vienna Lager,0
Munich Dunkel Lager,Vienna Lager,0
Roggenbier,Vienna Lager,0
Faro,Vienna Lager,0
Kölsch,Vienna Lager,0
American Dark Wheat Ale,Vienna Lager,0
Sahti,Vienna Lager,0
Smoked Beer,Vienna Lager,0
Euro Dark Lager,Vienna Lager,0
Weizenbock,Vienna Lager,0
American Black Ale,Irish Red Ale,0
American Double / Imperial IPA,Irish Red Ale,0
American Double / Imperial Pil,Irish Red Ale,0
American IPA,Irish Red Ale,0
American Double / Imperial Sto,Irish Red Ale,0
Scotch Ale / Wee Heavy,Irish Red Ale,0
Old Ale,Irish Red Ale,0
English Brown Ale,Irish Red Ale,0
Euro Pale Lager,Irish Red Ale,0
Munich Helles Lager,Irish Red Ale,0
Märzen / Oktoberfest,Irish Red Ale,0
Extra Special / Strong Bitter,Irish Red Ale,0
Saison / Farmhouse Ale,Irish Red Ale,0
Belgian Strong Pale Ale,Irish Red Ale,0
Flanders Red Ale,Irish Red Ale,0
Foreign / Export Stout,Irish Red Ale,0
Hefeweizen,Irish Red Ale,0
American Stout,Irish Red Ale,0
Herbed / Spiced Beer,Irish Red Ale,0
American Porter,Irish Red Ale,0
California Common / Steam Beer,Irish Red Ale,0
American Strong Ale,Irish Red Ale,0
American Pale Ale (APA),Irish Red Ale,0
Witbier,Irish Red Ale,0
English Barleywine,Irish Red Ale,0
Pumpkin Ale,Irish Red Ale,0
Japanese Rice Lager,Irish Red Ale,0
Cream Ale,Irish Red Ale,0
Fruit / Vegetable Beer,Irish Red Ale,0
Gose,Irish Red Ale,0
American Brown Ale,Irish Red Ale,0
American Barleywine,Irish Red Ale,0
American Pale Wheat Ale,Irish Red Ale,0
Rye Beer,Irish Red Ale,0
American Amber / Red Ale,Irish Red Ale,0
Belgian IPA,Irish Red Ale,0
German Pilsener,Irish Red Ale,0
Oatmeal Stout,Irish Red Ale,0
Bock,Irish Red Ale,0
English India Pale Ale (IPA),Irish Red Ale,0
Lambic - Fruit,Irish Red Ale,0
Dubbel,Irish Red Ale,0
Belgian Dark Ale,Irish Red Ale,0
Bière de Garde,Irish Red Ale,0
Baltic Porter,Irish Red Ale,0
Russian Imperial Stout,Irish Red Ale,1
American Blonde Ale,Irish Red Ale,0
Tripel,Irish Red Ale,0
Flanders Oud Bruin,Irish Red Ale,0
English Stout,Irish Red Ale,0
Quadrupel (Quad),Irish Red Ale,0
Milk / Sweet Stout,Irish Red Ale,0
Winter Warmer,Irish Red Ale,0
Vienna Lager,Irish Red Ale,0
Irish Red Ale,Irish Red Ale,4
American Adjunct Lager,Irish Red Ale,0
English Bitter,Irish Red Ale,0
Schwarzbier,Irish Red Ale,0
Belgian Strong Dark Ale,Irish Red Ale,0
Belgian Pale Ale,Irish Red Ale,0
Scottish Ale,Irish Red Ale,0
Light Lager,Irish Red Ale,0
American Amber / Red Lager,Irish Red Ale,0
American Pale Lager,Irish Red Ale,0
Dortmunder / Export Lager,Irish Red Ale,0
Altbier,Irish Red Ale,0
Berliner Weissbier,Irish Red Ale,0
English Porter,Irish Red Ale,0
Maibock / Helles Bock,Irish Red Ale,0
Irish Dry Stout,Irish Red Ale,0
Keller Bier / Zwickel Bier,Irish Red Ale,1
English Strong Ale,Irish Red Ale,0
Wheatwine,Irish Red Ale,0
English Pale Ale,Irish Red Ale,0
Bière de Champagne / Bière B,Irish Red Ale,0
Czech Pilsener,Irish Red Ale,0
American Wild Ale,Irish Red Ale,0
Doppelbock,Irish Red Ale,0
Dunkelweizen,Irish Red Ale,0
Gueuze,Irish Red Ale,0
Eisbock,Irish Red Ale,0
Euro Strong Lager,Irish Red Ale,0
Scottish Gruit / Ancient Herbe,Irish Red Ale,0
Lambic - Unblended,Irish Red Ale,0
Munich Dunkel Lager,Irish Red Ale,0
Roggenbier,Irish Red Ale,0
Faro,Irish Red Ale,0
Kölsch,Irish Red Ale,0
American Dark Wheat Ale,Irish Red Ale,0
Sahti,Irish Red Ale,0
Smoked Beer,Irish Red Ale,0
Euro Dark Lager,Irish Red Ale,0
Weizenbock,Irish Red Ale,0
American Black Ale,American Adjunct Lager,0
American Double / Imperial IPA,American Adjunct Lager,0
American Double / Imperial Pil,American Adjunct Lager,0
American IPA,American Adjunct Lager,0
American Double / Imperial Sto,American Adjunct Lager,0
Scotch Ale / Wee Heavy,American Adjunct Lager,0
Old Ale,American Adjunct Lager,0
English Brown Ale,American Adjunct Lager,0
Euro Pale Lager,American Adjunct Lager,0
Munich Helles Lager,American Adjunct Lager,0
Märzen / Oktoberfest,American Adjunct Lager,0
Extra Special / Strong Bitter,American Adjunct Lager,0
Saison / Farmhouse Ale,American Adjunct Lager,0
Belgian Strong Pale Ale,American Adjunct Lager,0
Flanders Red Ale,American Adjunct Lager,0
Foreign / Export Stout,American Adjunct Lager,0
Hefeweizen,American Adjunct Lager,0
American Stout,American Adjunct Lager,0
Herbed / Spiced Beer,American Adjunct Lager,0
American Porter,American Adjunct Lager,0
California Common / Steam Beer,American Adjunct Lager,0
American Strong Ale,American Adjunct Lager,0
American Pale Ale (APA),American Adjunct Lager,0
Witbier,American Adjunct Lager,0
English Barleywine,American Adjunct Lager,0
Pumpkin Ale,American Adjunct Lager,0
Japanese Rice Lager,American Adjunct Lager,0
Cream Ale,American Adjunct Lager,0
Fruit / Vegetable Beer,American Adjunct Lager,0
Gose,American Adjunct Lager,0
American Brown Ale,American Adjunct Lager,0
American Barleywine,American Adjunct Lager,0
American Pale Wheat Ale,American Adjunct Lager,0
Rye Beer,American Adjunct Lager,0
American Amber / Red Ale,American Adjunct Lager,0
Belgian IPA,American Adjunct Lager,0
German Pilsener,American Adjunct Lager,0
Oatmeal Stout,American Adjunct Lager,0
Bock,American Adjunct Lager,0
English India Pale Ale (IPA),American Adjunct Lager,0
Lambic - Fruit,American Adjunct Lager,0
Dubbel,American Adjunct Lager,0
Belgian Dark Ale,American Adjunct Lager,0
Bière de Garde,American Adjunct Lager,0
Baltic Porter,American Adjunct Lager,0
Russian Imperial Stout,American Adjunct Lager,0
American Blonde Ale,American Adjunct Lager,0
Tripel,American Adjunct Lager,0
Flanders Oud Bruin,American Adjunct Lager,0
English Stout,American Adjunct Lager,0
Quadrupel (Quad),American Adjunct Lager,0
Milk / Sweet Stout,American Adjunct Lager,0
Winter Warmer,American Adjunct Lager,0
Vienna Lager,American Adjunct Lager,0
Irish Red Ale,American Adjunct Lager,0
American Adjunct Lager,American Adjunct Lager,2
English Bitter,American Adjunct Lager,0
Schwarzbier,American Adjunct Lager,0
Belgian Strong Dark Ale,American Adjunct Lager,0
Belgian Pale Ale,American Adjunct Lager,0
Scottish Ale,American Adjunct Lager,0
Light Lager,American Adjunct Lager,0
American Amber / Red Lager,American Adjunct Lager,0
American Pale Lager,American Adjunct Lager,0
Dortmunder / Export Lager,American Adjunct Lager,0
Altbier,American Adjunct Lager,0
Berliner Weissbier,American Adjunct Lager,0
English Porter,American Adjunct Lager,0
Maibock / Helles Bock,American Adjunct Lager,0
Irish Dry Stout,American Adjunct Lager,0
Keller Bier / Zwickel Bier,American Adjunct Lager,0
English Strong Ale,American Adjunct Lager,0
Wheatwine,American Adjunct Lager,0
English Pale Ale,American Adjunct Lager,0
Bière de Champagne / Bière B,American Adjunct Lager,0
Czech Pilsener,American Adjunct Lager,0
American Wild Ale,American Adjunct Lager,0
Doppelbock,American Adjunct Lager,0
Dunkelweizen,American Adjunct Lager,0
Gueuze,American Adjunct Lager,0
Eisbock,American Adjunct Lager,0
Euro Strong Lager,American Adjunct Lager,0
Scottish Gruit / Ancient Herbe,American Adjunct Lager,0
Lambic - Unblended,American Adjunct Lager,0
Munich Dunkel Lager,American Adjunct Lager,0
Roggenbier,American Adjunct Lager,0
Faro,American Adjunct Lager,0
Kölsch,American Adjunct Lager,0
American Dark Wheat Ale,American Adjunct Lager,0
Sahti,American Adjunct Lager,0
Smoked Beer,American Adjunct Lager,0
Euro Dark Lager,American Adjunct Lager,0
Weizenbock,American Adjunct Lager,0
American Black Ale,English Bitter,0
American Double / Imperial IPA,English Bitter,0
American Double / Imperial Pil,English Bitter,0
American IPA,English Bitter,0
American Double / Imperial Sto,English Bitter,0
Scotch Ale / Wee Heavy,English Bitter,0
Old Ale,English Bitter,0
English Brown Ale,English Bitter,0
Euro Pale Lager,English Bitter,0
Munich Helles Lager,English Bitter,0
Märzen / Oktoberfest,English Bitter,0
Extra Special / Strong Bitter,English Bitter,0
Saison / Farmhouse Ale,English Bitter,0
Belgian Strong Pale Ale,English Bitter,0
Flanders Red Ale,English Bitter,0
Foreign / Export Stout,English Bitter,0
Hefeweizen,English Bitter,0
American Stout,English Bitter,0
Herbed / Spiced Beer,English Bitter,0
American Porter,English Bitter,0
California Common / Steam Beer,English Bitter,0
American Strong Ale,English Bitter,0
American Pale Ale (APA),English Bitter,0
Witbier,English Bitter,0
English Barleywine,English Bitter,0
Pumpkin Ale,English Bitter,0
Japanese Rice Lager,English Bitter,0
Cream Ale,English Bitter,0
Fruit / Vegetable Beer,English Bitter,0
Gose,English Bitter,0
American Brown Ale,English Bitter,0
American Barleywine,English Bitter,0
American Pale Wheat Ale,English Bitter,0
Rye Beer,English Bitter,0
American Amber / Red Ale,English Bitter,0
Belgian IPA,English Bitter,0
German Pilsener,English Bitter,0
Oatmeal Stout,English Bitter,0
Bock,English Bitter,0
English India Pale Ale (IPA),English Bitter,0
Lambic - Fruit,English Bitter,0
Dubbel,English Bitter,0
Belgian Dark Ale,English Bitter,0
Bière de Garde,English Bitter,0
Baltic Porter,English Bitter,0
Russian Imperial Stout,English Bitter,0
American Blonde Ale,English Bitter,0
Tripel,English Bitter,0
Flanders Oud Bruin,English Bitter,0
English Stout,English Bitter,0
Quadrupel (Quad),English Bitter,0
Milk / Sweet Stout,English Bitter,0
Winter Warmer,English Bitter,0
Vienna Lager,English Bitter,0
Irish Red Ale,English Bitter,0
American Adjunct Lager,English Bitter,0
English Bitter,English Bitter,2
Schwarzbier,English Bitter,0
Belgian Strong Dark Ale,English Bitter,0
Belgian Pale Ale,English Bitter,0
Scottish Ale,English Bitter,0
Light Lager,English Bitter,0
American Amber / Red Lager,English Bitter,0
American Pale Lager,English Bitter,0
Dortmunder / Export Lager,English Bitter,0
Altbier,English Bitter,0
Berliner Weissbier,English Bitter,0
English Porter,English Bitter,0
Maibock / Helles Bock,English Bitter,0
Irish Dry Stout,English Bitter,0
Keller Bier / Zwickel Bier,English Bitter,0
English Strong Ale,English Bitter,0
Wheatwine,English Bitter,0
English Pale Ale,English Bitter,0
Bière de Champagne / Bière B,English Bitter,0
Czech Pilsener,English Bitter,0
American Wild Ale,English Bitter,0
Doppelbock,English Bitter,0
Dunkelweizen,English Bitter,0
Gueuze,English Bitter,0
Eisbock,English Bitter,0
Euro Strong Lager,English Bitter,0
Scottish Gruit / Ancient Herbe,English Bitter,0
Lambic - Unblended,English Bitter,0
Munich Dunkel Lager,English Bitter,0
Roggenbier,English Bitter,0
Faro,English Bitter,0
Kölsch,English Bitter,0
American Dark Wheat Ale,English Bitter,0
Sahti,English Bitter,0
Smoked Beer,English Bitter,0
Euro Dark Lager,English Bitter,0
Weizenbock,English Bitter,0
American Black Ale,Schwarzbier,0
American Double / Imperial IPA,Schwarzbier,0
American Double / Imperial Pil,Schwarzbier,0
American IPA,Schwarzbier,1
American Double / Imperial Sto,Schwarzbier,0
Scotch Ale / Wee Heavy,Schwarzbier,0
Old Ale,Schwarzbier,0
English Brown Ale,Schwarzbier,0
Euro Pale Lager,Schwarzbier,0
Munich Helles Lager,Schwarzbier,0
Märzen / Oktoberfest,Schwarzbier,0
Extra Special / Strong Bitter,Schwarzbier,0
Saison / Farmhouse Ale,Schwarzbier,0
Belgian Strong Pale Ale,Schwarzbier,0
Flanders Red Ale,Schwarzbier,0
Foreign / Export Stout,Schwarzbier,0
Hefeweizen,Schwarzbier,0
American Stout,Schwarzbier,0
Herbed / Spiced Beer,Schwarzbier,0
American Porter,Schwarzbier,0
California Common / Steam Beer,Schwarzbier,0
American Strong Ale,Schwarzbier,0
American Pale Ale (APA),Schwarzbier,0
Witbier,Schwarzbier,0
English Barleywine,Schwarzbier,0
Pumpkin Ale,Schwarzbier,0
Japanese Rice Lager,Schwarzbier,0
Cream Ale,Schwarzbier,0
Fruit / Vegetable Beer,Schwarzbier,0
Gose,Schwarzbier,0
American Brown Ale,Schwarzbier,0
American Barleywine,Schwarzbier,0
American Pale Wheat Ale,Schwarzbier,0
Rye Beer,Schwarzbier,0
American Amber / Red Ale,Schwarzbier,0
Belgian IPA,Schwarzbier,0
German Pilsener,Schwarzbier,0
Oatmeal Stout,Schwarzbier,0
Bock,Schwarzbier,0
English India Pale Ale (IPA),Schwarzbier,0
Lambic - Fruit,Schwarzbier,0
Dubbel,Schwarzbier,0
Belgian Dark Ale,Schwarzbier,0
Bière de Garde,Schwarzbier,0
Baltic Porter,Schwarzbier,0
Russian Imperial Stout,Schwarzbier,0
American Blonde Ale,Schwarzbier,0
Tripel,Schwarzbier,0
Flanders Oud Bruin,Schwarzbier,0
English Stout,Schwarzbier,0
Quadrupel (Quad),Schwarzbier,0
Milk / Sweet Stout,Schwarzbier,0
Winter Warmer,Schwarzbier,0
Vienna Lager,Schwarzbier,0
Irish Red Ale,Schwarzbier,0
American Adjunct Lager,Schwarzbier,0
English Bitter,Schwarzbier,0
Schwarzbier,Schwarzbier,5
Belgian Strong Dark Ale,Schwarzbier,0
Belgian Pale Ale,Schwarzbier,0
Scottish Ale,Schwarzbier,0
Light Lager,Schwarzbier,0
American Amber / Red Lager,Schwarzbier,0
American Pale Lager,Schwarzbier,0
Dortmunder / Export Lager,Schwarzbier,0
Altbier,Schwarzbier,0
Berliner Weissbier,Schwarzbier,0
English Porter,Schwarzbier,0
Maibock / Helles Bock,Schwarzbier,0
Irish Dry Stout,Schwarzbier,0
Keller Bier / Zwickel Bier,Schwarzbier,0
English Strong Ale,Schwarzbier,0
Wheatwine,Schwarzbier,0
English Pale Ale,Schwarzbier,0
Bière de Champagne / Bière B,Schwarzbier,0
Czech Pilsener,Schwarzbier,0
American Wild Ale,Schwarzbier,0
Doppelbock,Schwarzbier,0
Dunkelweizen,Schwarzbier,0
Gueuze,Schwarzbier,0
Eisbock,Schwarzbier,0
Euro Strong Lager,Schwarzbier,0
Scottish Gruit / Ancient Herbe,Schwarzbier,0
Lambic - Unblended,Schwarzbier,0
Munich Dunkel Lager,Schwarzbier,0
Roggenbier,Schwarzbier,0
Faro,Schwarzbier,0
Kölsch,Schwarzbier,0
American Dark Wheat Ale,Schwarzbier,0
Sahti,Schwarzbier,0
Smoked Beer,Schwarzbier,0
Euro Dark Lager,Schwarzbier,0
Weizenbock,Schwarzbier,0
American Black Ale,Belgian Strong Dark Ale,0
American Double / Imperial IPA,Belgian Strong Dark Ale,0
American Double / Imperial Pil,Belgian Strong Dark Ale,0
American IPA,Belgian Strong Dark Ale,1
American Double / Imperial Sto,Belgian Strong Dark Ale,0
Scotch Ale / Wee Heavy,Belgian Strong Dark Ale,0
Old Ale,Belgian Strong Dark Ale,0
English Brown Ale,Belgian Strong Dark Ale,0
Euro Pale Lager,Belgian Strong Dark Ale,0
Munich Helles Lager,Belgian Strong Dark Ale,0
Märzen / Oktoberfest,Belgian Strong Dark Ale,0
Extra Special / Strong Bitter,Belgian Strong Dark Ale,0
Saison / Farmhouse Ale,Belgian Strong Dark Ale,0
Belgian Strong Pale Ale,Belgian Strong Dark Ale,1
Flanders Red Ale,Belgian Strong Dark Ale,0
Foreign / Export Stout,Belgian Strong Dark Ale,0
Hefeweizen,Belgian Strong Dark Ale,0
American Stout,Belgian Strong Dark Ale,0
Herbed / Spiced Beer,Belgian Strong Dark Ale,0
American Porter,Belgian Strong Dark Ale,1
California Common / Steam Beer,Belgian Strong Dark Ale,0
American Strong Ale,Belgian Strong Dark Ale,1
American Pale Ale (APA),Belgian Strong Dark Ale,1
Witbier,Belgian Strong Dark Ale,0
English Barleywine,Belgian Strong Dark Ale,0
Pumpkin Ale,Belgian Strong Dark Ale,0
Japanese Rice Lager,Belgian Strong Dark Ale,0
Cream Ale,Belgian Strong Dark Ale,0
Fruit / Vegetable Beer,Belgian Strong Dark Ale,0
Gose,Belgian Strong Dark Ale,0
American Brown Ale,Belgian Strong Dark Ale,0
American Barleywine,Belgian Strong Dark Ale,0
American Pale Wheat Ale,Belgian Strong Dark Ale,0
Rye Beer,Belgian Strong Dark Ale,0
American Amber / Red Ale,Belgian Strong Dark Ale,0
Belgian IPA,Belgian Strong Dark Ale,0
German Pilsener,Belgian Strong Dark Ale,0
Oatmeal Stout,Belgian Strong Dark Ale,0
Bock,Belgian Strong Dark Ale,0
English India Pale Ale (IPA),Belgian Strong Dark Ale,0
Lambic - Fruit,Belgian Strong Dark Ale,0
Dubbel,Belgian Strong Dark Ale,1
Belgian Dark Ale,Belgian Strong Dark Ale,0
Bière de Garde,Belgian Strong Dark Ale,0
Baltic Porter,Belgian Strong Dark Ale,0
Russian Imperial Stout,Belgian Strong Dark Ale,1
American Blonde Ale,Belgian Strong Dark Ale,0
Tripel,Belgian Strong Dark Ale,0
Flanders Oud Bruin,Belgian Strong Dark Ale,0
English Stout,Belgian Strong Dark Ale,0
Quadrupel (Quad),Belgian Strong Dark Ale,0
Milk / Sweet Stout,Belgian Strong Dark Ale,1
Winter Warmer,Belgian Strong Dark Ale,0
Vienna Lager,Belgian Strong Dark Ale,0
Irish Red Ale,Belgian Strong Dark Ale,0
American Adjunct Lager,Belgian Strong Dark Ale,0
English Bitter,Belgian Strong Dark Ale,0
Schwarzbier,Belgian Strong Dark Ale,0
Belgian Strong Dark Ale,Belgian Strong Dark Ale,20
Belgian Pale Ale,Belgian Strong Dark Ale,0
Scottish Ale,Belgian Strong Dark Ale,0
Light Lager,Belgian Strong Dark Ale,0
American Amber / Red Lager,Belgian Strong Dark Ale,0
American Pale Lager,Belgian Strong Dark Ale,0
Dortmunder / Export Lager,Belgian Strong Dark Ale,0
Altbier,Belgian Strong Dark Ale,0
Berliner Weissbier,Belgian Strong Dark Ale,0
English Porter,Belgian Strong Dark Ale,0
Maibock / Helles Bock,Belgian Strong Dark Ale,0
Irish Dry Stout,Belgian Strong Dark Ale,0
Keller Bier / Zwickel Bier,Belgian Strong Dark Ale,0
English Strong Ale,Belgian Strong Dark Ale,0
Wheatwine,Belgian Strong Dark Ale,0
English Pale Ale,Belgian Strong Dark Ale,1
Bière de Champagne / Bière B,Belgian Strong Dark Ale,0
Czech Pilsener,Belgian Strong Dark Ale,0
American Wild Ale,Belgian Strong Dark Ale,1
Doppelbock,Belgian Strong Dark Ale,0
Dunkelweizen,Belgian Strong Dark Ale,0
Gueuze,Belgian Strong Dark Ale,0
Eisbock,Belgian Strong Dark Ale,0
Euro Strong Lager,Belgian Strong Dark Ale,0
Scottish Gruit / Ancient Herbe,Belgian Strong Dark Ale,0
Lambic - Unblended,Belgian Strong Dark Ale,0
Munich Dunkel Lager,Belgian Strong Dark Ale,0
Roggenbier,Belgian Strong Dark Ale,0
Faro,Belgian Strong Dark Ale,0
Kölsch,Belgian Strong Dark Ale,0
American Dark Wheat Ale,Belgian Strong Dark Ale,0
Sahti,Belgian Strong Dark Ale,0
Smoked Beer,Belgian Strong Dark Ale,0
Euro Dark Lager,Belgian Strong Dark Ale,0
Weizenbock,Belgian Strong Dark Ale,0
American Black Ale,Belgian Pale Ale,0
American Double / Imperial IPA,Belgian Pale Ale,0
American Double / Imperial Pil,Belgian Pale Ale,0
American IPA,Belgian Pale Ale,0
American Double / Imperial Sto,Belgian Pale Ale,0
Scotch Ale / Wee Heavy,Belgian Pale Ale,0
Old Ale,Belgian Pale Ale,0
English Brown Ale,Belgian Pale Ale,0
Euro Pale Lager,Belgian Pale Ale,0
Munich Helles Lager,Belgian Pale Ale,0
Märzen / Oktoberfest,Belgian Pale Ale,0
Extra Special / Strong Bitter,Belgian Pale Ale,0
Saison / Farmhouse Ale,Belgian Pale Ale,0
Belgian Strong Pale Ale,Belgian Pale Ale,0
Flanders Red Ale,Belgian Pale Ale,1
Foreign / Export Stout,Belgian Pale Ale,0
Hefeweizen,Belgian Pale Ale,0
American Stout,Belgian Pale Ale,0
Herbed / Spiced Beer,Belgian Pale Ale,0
American Porter,Belgian Pale Ale,0
California Common / Steam Beer,Belgian Pale Ale,0
American Strong Ale,Belgian Pale Ale,0
American Pale Ale (APA),Belgian Pale Ale,0
Witbier,Belgian Pale Ale,0
English Barleywine,Belgian Pale Ale,0
Pumpkin Ale,Belgian Pale Ale,0
Japanese Rice Lager,Belgian Pale Ale,0
Cream Ale,Belgian Pale Ale,0
Fruit / Vegetable Beer,Belgian Pale Ale,0
Gose,Belgian Pale Ale,0
American Brown Ale,Belgian Pale Ale,1
American Barleywine,Belgian Pale Ale,0
American Pale Wheat Ale,Belgian Pale Ale,0
Rye Beer,Belgian Pale Ale,0
American Amber / Red Ale,Belgian Pale Ale,0
Belgian IPA,Belgian Pale Ale,0
German Pilsener,Belgian Pale Ale,0
Oatmeal Stout,Belgian Pale Ale,0
Bock,Belgian Pale Ale,0
English India Pale Ale (IPA),Belgian Pale Ale,0
Lambic - Fruit,Belgian Pale Ale,0
Dubbel,Belgian Pale Ale,0
Belgian Dark Ale,Belgian Pale Ale,0
Bière de Garde,Belgian Pale Ale,0
Baltic Porter,Belgian Pale Ale,0
Russian Imperial Stout,Belgian Pale Ale,0
American Blonde Ale,Belgian Pale Ale,0
Tripel,Belgian Pale Ale,0
Flanders Oud Bruin,Belgian Pale Ale,0
English Stout,Belgian Pale Ale,0
Quadrupel (Quad),Belgian Pale Ale,0
Milk / Sweet Stout,Belgian Pale Ale,0
Winter Warmer,Belgian Pale Ale,0
Vienna Lager,Belgian Pale Ale,0
Irish Red Ale,Belgian Pale Ale,0
American Adjunct Lager,Belgian Pale Ale,0
English Bitter,Belgian Pale Ale,0
Schwarzbier,Belgian Pale Ale,0
Belgian Strong Dark Ale,Belgian Pale Ale,0
Belgian Pale Ale,Belgian Pale Ale,9
Scottish Ale,Belgian Pale Ale,0
Light Lager,Belgian Pale Ale,0
American Amber / Red Lager,Belgian Pale Ale,0
American Pale Lager,Belgian Pale Ale,0
Dortmunder / Export Lager,Belgian Pale Ale,0
Altbier,Belgian Pale Ale,0
Berliner Weissbier,Belgian Pale Ale,0
English Porter,Belgian Pale Ale,0
Maibock / Helles Bock,Belgian Pale Ale,0
Irish Dry Stout,Belgian Pale Ale,0
Keller Bier / Zwickel Bier,Belgian Pale Ale,0
