Source,Target,Weight
Flanders Red Ale,American Blonde Ale,0
Foreign / Export Stout,American Blonde Ale,0
Hefeweizen,American Blonde Ale,1
American Stout,American Blonde Ale,0
Herbed / Spiced Beer,American Blonde Ale,0
American Porter,American Blonde Ale,0
California Common / Steam Beer,American Blonde Ale,0
American Strong Ale,American Blonde Ale,0
American Pale Ale (APA),American Blonde Ale,1
Witbier,American Blonde Ale,0
English Barleywine,American Blonde Ale,0
Pumpkin Ale,American Blonde Ale,0
Japanese Rice Lager,American Blonde Ale,0
Cream Ale,American Blonde Ale,0
Fruit / Vegetable Beer,American Blonde Ale,0
Gose,American Blonde Ale,0
American Brown Ale,American Blonde Ale,0
American Barleywine,American Blonde Ale,1
American Pale Wheat Ale,American Blonde Ale,0
Rye Beer,American Blonde Ale,0
American Amber / Red Ale,American Blonde Ale,0
Belgian IPA,American Blonde Ale,0
German Pilsener,American Blonde Ale,0
Oatmeal Stout,American Blonde Ale,0
Bock,American Blonde Ale,0
English India Pale Ale (IPA),American Blonde Ale,0
Lambic - Fruit,American Blonde Ale,0
Dubbel,American Blonde Ale,0
Belgian Dark Ale,American Blonde Ale,0
Bière de Garde,American Blonde Ale,0
Baltic Porter,American Blonde Ale,0
Russian Imperial Stout,American Blonde Ale,0
American Blonde Ale,American Blonde Ale,7
Tripel,American Blonde Ale,0
Flanders Oud Bruin,American Blonde Ale,0
English Stout,American Blonde Ale,0
Quadrupel (Quad),American Blonde Ale,0
Milk / Sweet Stout,American Blonde Ale,0
Winter Warmer,American Blonde Ale,0
Vienna Lager,American Blonde Ale,0
Irish Red Ale,American Blonde Ale,0
American Adjunct Lager,American Blonde Ale,0
English Bitter,American Blonde Ale,0
Schwarzbier,American Blonde Ale,0
Belgian Strong Dark Ale,American Blonde Ale,0
Belgian Pale Ale,American Blonde Ale,0
Scottish Ale,American Blonde Ale,0
Light Lager,American Blonde Ale,0
American Amber / Red Lager,American Blonde Ale,0
American Pale Lager,American Blonde Ale,0
Dortmunder / Export Lager,American Blonde Ale,0
Altbier,American Blonde Ale,0
Berliner Weissbier,American Blonde Ale,0
English Porter,American Blonde Ale,0
Maibock / Helles Bock,American Blonde Ale,0
Irish Dry Stout,American Blonde Ale,0
Keller Bier / Zwickel Bier,American Blonde Ale,0
English Strong Ale,American Blonde Ale,0
Wheatwine,American Blonde Ale,0
English Pale Ale,American Blonde Ale,0
Bière de Champagne / Bière B,American Blonde Ale,0
Czech Pilsener,American Blonde Ale,0
American Wild Ale,American Blonde Ale,0
Doppelbock,American Blonde Ale,0
Dunkelweizen,American Blonde Ale,0
Gueuze,American Blonde Ale,0
Eisbock,American Blonde Ale,0
Euro Strong Lager,American Blonde Ale,0
Scottish Gruit / Ancient Herbe,American Blonde Ale,0
Lambic - Unblended,American Blonde Ale,0
Munich Dunkel Lager,American Blonde Ale,0
Roggenbier,American Blonde Ale,0
Faro,American Blonde Ale,0
Kölsch,American Blonde Ale,0
American Dark Wheat Ale,American Blonde Ale,0
Sahti,American Blonde Ale,0
Smoked Beer,American Blonde Ale,0
Euro Dark Lager,American Blonde Ale,0
Weizenbock,American Blonde Ale,0
American Black Ale,Tripel,0
American Double / Imperial IPA,Tripel,0
American Double / Imperial Pil,Tripel,0
American IPA,Tripel,0
American Double / Imperial Sto,Tripel,0
Scotch Ale / Wee Heavy,Tripel,0
Old Ale,Tripel,0
English Brown Ale,Tripel,0
Euro Pale Lager,Tripel,0
Munich Helles Lager,Tripel,0
Märzen / Oktoberfest,Tripel,0
Extra Special / Strong Bitter,Tripel,0
Saison / Farmhouse Ale,Tripel,0
Belgian Strong Pale Ale,Tripel,0
Flanders Red Ale,Tripel,0
Foreign / Export Stout,Tripel,0
Hefeweizen,Tripel,0
American Stout,Tripel,0
Herbed / Spiced Beer,Tripel,0
American Porter,Tripel,0
California Common / Steam Beer,Tripel,0
American Strong Ale,Tripel,0
American Pale Ale (APA),Tripel,0
Witbier,Tripel,1
English Barleywine,Tripel,0
Pumpkin Ale,Tripel,0
Japanese Rice Lager,Tripel,0
Cream Ale,Tripel,0
Fruit / Vegetable Beer,Tripel,0
Gose,Tripel,0
American Brown Ale,Tripel,0
American Barleywine,Tripel,0
American Pale Wheat Ale,Tripel,0
Rye Beer,Tripel,0
American Amber / Red Ale,Tripel,0
Belgian IPA,Tripel,0
German Pilsener,Tripel,0
Oatmeal Stout,Tripel,0
Bock,Tripel,0
English India Pale Ale (IPA),Tripel,0
Lambic - Fruit,Tripel,0
Dubbel,Tripel,0
Belgian Dark Ale,Tripel,0
Bière de Garde,Tripel,0
Baltic Porter,Tripel,0
Russian Imperial Stout,Tripel,0
American Blonde Ale,Tripel,0
Tripel,Tripel,11
Flanders Oud Bruin,Tripel,1
English Stout,Tripel,0
Quadrupel (Quad),Tripel,0
Milk / Sweet Stout,Tripel,0
Winter Warmer,Tripel,1
Vienna Lager,Tripel,0
Irish Red Ale,Tripel,0
American Adjunct Lager,Tripel,0
English Bitter,Tripel,0
Schwarzbier,Tripel,0
Belgian Strong Dark Ale,Tripel,0
Belgian Pale Ale,Tripel,0
Scottish Ale,Tripel,0
Light Lager,Tripel,0
American Amber / Red Lager,Tripel,0
American Pale Lager,Tripel,0
Dortmunder / Export Lager,Tripel,0
Altbier,Tripel,0
Berliner Weissbier,Tripel,0
English Porter,Tripel,0
Maibock / Helles Bock,Tripel,0
Irish Dry Stout,Tripel,0
Keller Bier / Zwickel Bier,Tripel,1
English Strong Ale,Tripel,0
Wheatwine,Tripel,0
English Pale Ale,Tripel,0
Bière de Champagne / Bière B,Tripel,0
Czech Pilsener,Tripel,0
American Wild Ale,Tripel,0
Doppelbock,Tripel,0
Dunkelweizen,Tripel,0
Gueuze,Tripel,0
Eisbock,Tripel,0
Euro Strong Lager,Tripel,0
Scottish Gruit / Ancient Herbe,Tripel,0
Lambic - Unblended,Tripel,0
Munich Dunkel Lager,Tripel,0
Roggenbier,Tripel,0
Faro,Tripel,0
Kölsch,Tripel,0
American Dark Wheat Ale,Tripel,0
Sahti,Tripel,0
Smoked Beer,Tripel,0
Euro Dark Lager,Tripel,0
Weizenbock,Tripel,0
American Black Ale,Flanders Oud Bruin,0
American Double / Imperial IPA,Flanders Oud Bruin,0
American Double / Imperial Pil,Flanders Oud Bruin,0
American IPA,Flanders Oud Bruin,0
American Double / Imperial Sto,Flanders Oud Bruin,0
Scotch Ale / Wee Heavy,Flanders Oud Bruin,0
Old Ale,Flanders Oud Bruin,0
English Brown Ale,Flanders Oud Bruin,0
Euro Pale Lager,Flanders Oud Bruin,0
Munich Helles Lager,Flanders Oud Bruin,0
Märzen / Oktoberfest,Flanders Oud Bruin,0
Extra Special / Strong Bitter,Flanders Oud Bruin,1
Saison / Farmhouse Ale,Flanders Oud Bruin,0
Belgian Strong Pale Ale,Flanders Oud Bruin,0
Flanders Red Ale,Flanders Oud Bruin,0
Foreign / Export Stout,Flanders Oud Bruin,0
Hefeweizen,Flanders Oud Bruin,0
American Stout,Flanders Oud Bruin,0
Herbed / Spiced Beer,Flanders Oud Bruin,0
American Porter,Flanders Oud Bruin,0
California Common / Steam Beer,Flanders Oud Bruin,0
American Strong Ale,Flanders Oud Bruin,0
American Pale Ale (APA),Flanders Oud Bruin,0
Witbier,Flanders Oud Bruin,0
English Barleywine,Flanders Oud Bruin,0
Pumpkin Ale,Flanders Oud Bruin,0
Japanese Rice Lager,Flanders Oud Bruin,0
Cream Ale,Flanders Oud Bruin,0
Fruit / Vegetable Beer,Flanders Oud Bruin,0
Gose,Flanders Oud Bruin,0
American Brown Ale,Flanders Oud Bruin,0
American Barleywine,Flanders Oud Bruin,0
American Pale Wheat Ale,Flanders Oud Bruin,0
Rye Beer,Flanders Oud Bruin,0
American Amber / Red Ale,Flanders Oud Bruin,0
Belgian IPA,Flanders Oud Bruin,0
German Pilsener,Flanders Oud Bruin,0
Oatmeal Stout,Flanders Oud Bruin,0
Bock,Flanders Oud Bruin,0
English India Pale Ale (IPA),Flanders Oud Bruin,0
Lambic - Fruit,Flanders Oud Bruin,0
Dubbel,Flanders Oud Bruin,0
Belgian Dark Ale,Flanders Oud Bruin,1
Bière de Garde,Flanders Oud Bruin,0
Baltic Porter,Flanders Oud Bruin,0
Russian Imperial Stout,Flanders Oud Bruin,0
American Blonde Ale,Flanders Oud Bruin,0
Tripel,Flanders Oud Bruin,1
Flanders Oud Bruin,Flanders Oud Bruin,4
English Stout,Flanders Oud Bruin,0
Quadrupel (Quad),Flanders Oud Bruin,0
Milk / Sweet Stout,Flanders Oud Bruin,0
Winter Warmer,Flanders Oud Bruin,0
Vienna Lager,Flanders Oud Bruin,0
Irish Red Ale,Flanders Oud Bruin,0
American Adjunct Lager,Flanders Oud Bruin,0
English Bitter,Flanders Oud Bruin,0
Schwarzbier,Flanders Oud Bruin,0
Belgian Strong Dark Ale,Flanders Oud Bruin,0
Belgian Pale Ale,Flanders Oud Bruin,0
Scottish Ale,Flanders Oud Bruin,0
Light Lager,Flanders Oud Bruin,0
American Amber / Red Lager,Flanders Oud Bruin,0
American Pale Lager,Flanders Oud Bruin,0
Dortmunder / Export Lager,Flanders Oud Bruin,0
Altbier,Flanders Oud Bruin,0
Berliner Weissbier,Flanders Oud Bruin,0
English Porter,Flanders Oud Bruin,0
Maibock / Helles Bock,Flanders Oud Bruin,0
Irish Dry Stout,Flanders Oud Bruin,0
Keller Bier / Zwickel Bier,Flanders Oud Bruin,0
English Strong Ale,Flanders Oud Bruin,0
Wheatwine,Flanders Oud Bruin,0
English Pale Ale,Flanders Oud Bruin,0
Bière de Champagne / Bière B,Flanders Oud Bruin,0
Czech Pilsener,Flanders Oud Bruin,0
American Wild Ale,Flanders Oud Bruin,0
Doppelbock,Flanders Oud Bruin,0
Dunkelweizen,Flanders Oud Bruin,0
Gueuze,Flanders Oud Bruin,0
Eisbock,Flanders Oud Bruin,0
Euro Strong Lager,Flanders Oud Bruin,0
Scottish Gruit / Ancient Herbe,Flanders Oud Bruin,0
Lambic - Unblended,Flanders Oud Bruin,0
Munich Dunkel Lager,Flanders Oud Bruin,0
Roggenbier,Flanders Oud Bruin,0
Faro,Flanders Oud Bruin,0
Kölsch,Flanders Oud Bruin,0
American Dark Wheat Ale,Flanders Oud Bruin,0
Sahti,Flanders Oud Bruin,0
Smoked Beer,Flanders Oud Bruin,0
Euro Dark Lager,Flanders Oud Bruin,0
Weizenbock,Flanders Oud Bruin,0
American Black Ale,English Stout,0
American Double / Imperial IPA,English Stout,0
American Double / Imperial Pil,English Stout,0
American IPA,English Stout,0
American Double / Imperial Sto,English Stout,0
Scotch Ale / Wee Heavy,English Stout,0
Old Ale,English Stout,0
English Brown Ale,English Stout,0
Euro Pale Lager,English Stout,0
Munich Helles Lager,English Stout,0
Märzen / Oktoberfest,English Stout,0
Extra Special / Strong Bitter,English Stout,0
Saison / Farmhouse Ale,English Stout,0
Belgian Strong Pale Ale,English Stout,0
Flanders Red Ale,English Stout,0
Foreign / Export Stout,English Stout,0
Hefeweizen,English Stout,0
American Stout,English Stout,0
Herbed / Spiced Beer,English Stout,0
American Porter,English Stout,0
California Common / Steam Beer,English Stout,0
American Strong Ale,English Stout,0
American Pale Ale (APA),English Stout,0
Witbier,English Stout,0
English Barleywine,English Stout,0
Pumpkin Ale,English Stout,0
Japanese Rice Lager,English Stout,0
Cream Ale,English Stout,0
Fruit / Vegetable Beer,English Stout,0
Gose,English Stout,0
American Brown Ale,English Stout,0
American Barleywine,English Stout,0
American Pale Wheat Ale,English Stout,0
Rye Beer,English Stout,0
American Amber / Red Ale,English Stout,0
Belgian IPA,English Stout,0
German Pilsener,English Stout,0
Oatmeal Stout,English Stout,0
Bock,English Stout,0
English India Pale Ale (IPA),English Stout,0
Lambic - Fruit,English Stout,0
Dubbel,English Stout,0
Belgian Dark Ale,English Stout,0
Bière de Garde,English Stout,0
Baltic Porter,English Stout,0
Russian Imperial Stout,English Stout,0
American Blonde Ale,English Stout,0
Tripel,English Stout,0
Flanders Oud Bruin,English Stout,0
English Stout,English Stout,3
Quadrupel (Quad),English Stout,0
Milk / Sweet Stout,English Stout,0
Winter Warmer,English Stout,0
Vienna Lager,English Stout,0
Irish Red Ale,English Stout,0
American Adjunct Lager,English Stout,0
English Bitter,English Stout,0
Schwarzbier,English Stout,0
Belgian Strong Dark Ale,English Stout,0
Belgian Pale Ale,English Stout,0
Scottish Ale,English Stout,0
Light Lager,English Stout,0
American Amber / Red Lager,English Stout,0
American Pale Lager,English Stout,0
Dortmunder / Export Lager,English Stout,0
Altbier,English Stout,0
Berliner Weissbier,English Stout,0
English Porter,English Stout,0
Maibock / Helles Bock,English Stout,0
Irish Dry Stout,English Stout,0
Keller Bier / Zwickel Bier,English Stout,0
English Strong Ale,English Stout,0
Wheatwine,English Stout,0
English Pale Ale,English Stout,0
Bière de Champagne / Bière B,English Stout,0
Czech Pilsener,English Stout,0
American Wild Ale,English Stout,0
Doppelbock,English Stout,0
Dunkelweizen,English Stout,0
Gueuze,English Stout,0
Eisbock,English Stout,0
Euro Strong Lager,English Stout,0
Scottish Gruit / Ancient Herbe,English Stout,0
Lambic - Unblended,English Stout,0
Munich Dunkel Lager,English Stout,0
Roggenbier,English Stout,0
Faro,English Stout,0
Kölsch,English Stout,0
American Dark Wheat Ale,English Stout,0
Sahti,English Stout,0
Smoked Beer,English Stout,0
Euro Dark Lager,English Stout,0
Weizenbock,English Stout,0
American Black Ale,Quadrupel (Quad),0
American Double / Imperial IPA,Quadrupel (Quad),0
American Double / Imperial Pil,Quadrupel (Quad),0
American IPA,Quadrupel (Quad),0
American Double / Imperial Sto,Quadrupel (Quad),0
Scotch Ale / Wee Heavy,Quadrupel (Quad),0
Old Ale,Quadrupel (Quad),0
English Brown Ale,Quadrupel (Quad),0
Euro Pale Lager,Quadrupel (Quad),0
Munich Helles Lager,Quadrupel (Quad),0
Märzen / Oktoberfest,Quadrupel (Quad),0
Extra Special / Strong Bitter,Quadrupel (Quad),0
Saison / Farmhouse Ale,Quadrupel (Quad),0
Belgian Strong Pale Ale,Quadrupel (Quad),0
Flanders Red Ale,Quadrupel (Quad),0
Foreign / Export Stout,Quadrupel (Quad),0
Hefeweizen,Quadrupel (Quad),0
American Stout,Quadrupel (Quad),0
Herbed / Spiced Beer,Quadrupel (Quad),0
American Porter,Quadrupel (Quad),0
California Common / Steam Beer,Quadrupel (Quad),0
American Strong Ale,Quadrupel (Quad),0
American Pale Ale (APA),Quadrupel (Quad),0
Witbier,Quadrupel (Quad),0
English Barleywine,Quadrupel (Quad),0
Pumpkin Ale,Quadrupel (Quad),0
Japanese Rice Lager,Quadrupel (Quad),0
Cream Ale,Quadrupel (Quad),0
Fruit / Vegetable Beer,Quadrupel (Quad),0
Gose,Quadrupel (Quad),0
American Brown Ale,Quadrupel (Quad),0
American Barleywine,Quadrupel (Quad),0
American Pale Wheat Ale,Quadrupel (Quad),0
Rye Beer,Quadrupel (Quad),0
American Amber / Red Ale,Quadrupel (Quad),0
Belgian IPA,Quadrupel (Quad),0
German Pilsener,Quadrupel (Quad),0
Oatmeal Stout,Quadrupel (Quad),0
Bock,Quadrupel (Quad),0
English India Pale Ale (IPA),Quadrupel (Quad),0
Lambic - Fruit,Quadrupel (Quad),0
Dubbel,Quadrupel (Quad),0
Belgian Dark Ale,Quadrupel (Quad),0
Bière de Garde,Quadrupel (Quad),0
Baltic Porter,Quadrupel (Quad),0
Russian Imperial Stout,Quadrupel (Quad),0
American Blonde Ale,Quadrupel (Quad),0
Tripel,Quadrupel (Quad),0
Flanders Oud Bruin,Quadrupel (Quad),0
English Stout,Quadrupel (Quad),0
Quadrupel (Quad),Quadrupel (Quad),11
Milk / Sweet Stout,Quadrupel (Quad),0
Winter Warmer,Quadrupel (Quad),0
Vienna Lager,Quadrupel (Quad),0
Irish Red Ale,Quadrupel (Quad),0
American Adjunct Lager,Quadrupel (Quad),0
English Bitter,Quadrupel (Quad),0
Schwarzbier,Quadrupel (Quad),0
Belgian Strong Dark Ale,Quadrupel (Quad),0
Belgian Pale Ale,Quadrupel (Quad),0
Scottish Ale,Quadrupel (Quad),0
Light Lager,Quadrupel (Quad),0
American Amber / Red Lager,Quadrupel (Quad),0
American Pale Lager,Quadrupel (Quad),0
Dortmunder / Export Lager,Quadrupel (Quad),0
Altbier,Quadrupel (Quad),0
Berliner Weissbier,Quadrupel (Quad),0
English Porter,Quadrupel (Quad),0
Maibock / Helles Bock,Quadrupel (Quad),0
Irish Dry Stout,Quadrupel (Quad),0
Keller Bier / Zwickel Bier,Quadrupel (Quad),0
English Strong Ale,Quadrupel (Quad),0
Wheatwine,Quadrupel (Quad),0
English Pale Ale,Quadrupel (Quad),0
Bière de Champagne / Bière B,Quadrupel (Quad),0
Czech Pilsener,Quadrupel (Quad),1
American Wild Ale,Quadrupel (Quad),0
Doppelbock,Quadrupel (Quad),0
Dunkelweizen,Quadrupel (Quad),0
Gueuze,Quadrupel (Quad),0
Eisbock,Quadrupel (Quad),0
Euro Strong Lager,Quadrupel (Quad),0
Scottish Gruit / Ancient Herbe,Quadrupel (Quad),0
Lambic - Unblended,Quadrupel (Quad),0
Munich Dunkel Lager,Quadrupel (Quad),0
Roggenbier,Quadrupel (Quad),0
Faro,Quadrupel (Quad),0
Kölsch,Quadrupel (Quad),0
American Dark Wheat Ale,Quadrupel (Quad),0
Sahti,Quadrupel (Quad),0
Smoked Beer,Quadrupel (Quad),0
Euro Dark Lager,Quadrupel (Quad),0
Weizenbock,Quadrupel (Quad),0
American Black Ale,Milk / Sweet Stout,0
American Double / Imperial IPA,Milk / Sweet Stout,0
American Double / Imperial Pil,Milk / Sweet Stout,0
American IPA,Milk / Sweet Stout,0
American Double / Imperial Sto,Milk / Sweet Stout,0
Scotch Ale / Wee Heavy,Milk / Sweet Stout,0
Old Ale,Milk / Sweet Stout,0
English Brown Ale,Milk / Sweet Stout,0
Euro Pale Lager,Milk / Sweet Stout,0
Munich Helles Lager,Milk / Sweet Stout,0
Märzen / Oktoberfest,Milk / Sweet Stout,0
Extra Special / Strong Bitter,Milk / Sweet Stout,0
Saison / Farmhouse Ale,Milk / Sweet Stout,0
Belgian Strong Pale Ale,Milk / Sweet Stout,0
Flanders Red Ale,Milk / Sweet Stout,0
Foreign / Export Stout,Milk / Sweet Stout,0
Hefeweizen,Milk / Sweet Stout,0
American Stout,Milk / Sweet Stout,0
Herbed / Spiced Beer,Milk / Sweet Stout,0
American Porter,Milk / Sweet Stout,0
California Common / Steam Beer,Milk / Sweet Stout,0
American Strong Ale,Milk / Sweet Stout,0
American Pale Ale (APA),Milk / Sweet Stout,1
Witbier,Milk / Sweet Stout,0
English Barleywine,Milk / Sweet Stout,0
Pumpkin Ale,Milk / Sweet Stout,0
Japanese Rice Lager,Milk / Sweet Stout,0
Cream Ale,Milk / Sweet Stout,0
Fruit / Vegetable Beer,Milk / Sweet Stout,1
Gose,Milk / Sweet Stout,0
American Brown Ale,Milk / Sweet Stout,0
American Barleywine,Milk / Sweet Stout,1
American Pale Wheat Ale,Milk / Sweet Stout,0
Rye Beer,Milk / Sweet Stout,0
American Amber / Red Ale,Milk / Sweet Stout,0
Belgian IPA,Milk / Sweet Stout,0
German Pilsener,Milk / Sweet Stout,0
Oatmeal Stout,Milk / Sweet Stout,0
Bock,Milk / Sweet Stout,0
English India Pale Ale (IPA),Milk / Sweet Stout,0
Lambic - Fruit,Milk / Sweet Stout,0
Dubbel,Milk / Sweet Stout,0
Belgian Dark Ale,Milk / Sweet Stout,0
Bière de Garde,Milk / Sweet Stout,0
Baltic Porter,Milk / Sweet Stout,0
Russian Imperial Stout,Milk / Sweet Stout,0
American Blonde Ale,Milk / Sweet Stout,0
Tripel,Milk / Sweet Stout,0
Flanders Oud Bruin,Milk / Sweet Stout,0
English Stout,Milk / Sweet Stout,0
Quadrupel (Quad),Milk / Sweet Stout,0
Milk / Sweet Stout,Milk / Sweet Stout,10
Winter Warmer,Milk / Sweet Stout,0
Vienna Lager,Milk / Sweet Stout,0
Irish Red Ale,Milk / Sweet Stout,0
American Adjunct Lager,Milk / Sweet Stout,0
English Bitter,Milk / Sweet Stout,0
Schwarzbier,Milk / Sweet Stout,0
Belgian Strong Dark Ale,Milk / Sweet Stout,1
Belgian Pale Ale,Milk / Sweet Stout,0
Scottish Ale,Milk / Sweet Stout,0
Light Lager,Milk / Sweet Stout,0
American Amber / Red Lager,Milk / Sweet Stout,0
American Pale Lager,Milk / Sweet Stout,0
Dortmunder / Export Lager,Milk / Sweet Stout,0
Altbier,Milk / Sweet Stout,0
Berliner Weissbier,Milk / Sweet Stout,0
English Porter,Milk / Sweet Stout,0
Maibock / Helles Bock,Milk / Sweet Stout,0
Irish Dry Stout,Milk / Sweet Stout,0
Keller Bier / Zwickel Bier,Milk / Sweet Stout,0
English Strong Ale,Milk / Sweet Stout,0
Wheatwine,Milk / Sweet Stout,0
English Pale Ale,Milk / Sweet Stout,0
Bière de Champagne / Bière B,Milk / Sweet Stout,0
Czech Pilsener,Milk / Sweet Stout,0
American Wild Ale,Milk / Sweet Stout,0
Doppelbock,Milk / Sweet Stout,0
Dunkelweizen,Milk / Sweet Stout,0
Gueuze,Milk / Sweet Stout,0
Eisbock,Milk / Sweet Stout,0
Euro Strong Lager,Milk / Sweet Stout,0
Scottish Gruit / Ancient Herbe,Milk / Sweet Stout,0
Lambic - Unblended,Milk / Sweet Stout,0
Munich Dunkel Lager,Milk / Sweet Stout,0
Roggenbier,Milk / Sweet Stout,0
Faro,Milk / Sweet Stout,0
Kölsch,Milk / Sweet Stout,0
American Dark Wheat Ale,Milk / Sweet Stout,0
Sahti,Milk / Sweet Stout,0
Smoked Beer,Milk / Sweet Stout,0
Euro Dark Lager,Milk / Sweet Stout,0
Weizenbock,Milk / Sweet Stout,0
American Black Ale,Winter Warmer,0
American Double / Imperial IPA,Winter Warmer,0
American Double / Imperial Pil,Winter Warmer,1
American IPA,Winter Warmer,0
American Double / Imperial Sto,Winter Warmer,0
Scotch Ale / Wee Heavy,Winter Warmer,0
Old Ale,Winter Warmer,0
English Brown Ale,Winter Warmer,0
Euro Pale Lager,Winter Warmer,0
Munich Helles Lager,Winter Warmer,0
Märzen / Oktoberfest,Winter Warmer,0
Extra Special / Strong Bitter,Winter Warmer,0
Saison / Farmhouse Ale,Winter Warmer,0
Belgian Strong Pale Ale,Winter Warmer,0
Flanders Red Ale,Winter Warmer,0
Foreign / Export Stout,Winter Warmer,0
Hefeweizen,Winter Warmer,0
American Stout,Winter Warmer,0
Herbed / Spiced Beer,Winter Warmer,0
American Porter,Winter Warmer,0
California Common / Steam Beer,Winter Warmer,0
American Strong Ale,Winter Warmer,0
American Pale Ale (APA),Winter Warmer,1
Witbier,Winter Warmer,1
English Barleywine,Winter Warmer,1
Pumpkin Ale,Winter Warmer,0
Japanese Rice Lager,Winter Warmer,0
Cream Ale,Winter Warmer,0
Fruit / Vegetable Beer,Winter Warmer,0
Gose,Winter Warmer,0
American Brown Ale,Winter Warmer,0
American Barleywine,Winter Warmer,0
American Pale Wheat Ale,Winter Warmer,0
Rye Beer,Winter Warmer,0
American Amber / Red Ale,Winter Warmer,0
Belgian IPA,Winter Warmer,0
German Pilsener,Winter Warmer,0
Oatmeal Stout,Winter Warmer,0
Bock,Winter Warmer,0
English India Pale Ale (IPA),Winter Warmer,0
Lambic - Fruit,Winter Warmer,0
Dubbel,Winter Warmer,0
Belgian Dark Ale,Winter Warmer,0
Bière de Garde,Winter Warmer,0
Baltic Porter,Winter Warmer,0
Russian Imperial Stout,Winter Warmer,0
American Blonde Ale,Winter Warmer,0
Tripel,Winter Warmer,1
Flanders Oud Bruin,Winter Warmer,0
English Stout,Winter Warmer,0
Quadrupel (Quad),Winter Warmer,0
Milk / Sweet Stout,Winter Warmer,0
Winter Warmer,Winter Warmer,8
Vienna Lager,Winter Warmer,0
Irish Red Ale,Winter Warmer,0
American Adjunct Lager,Winter Warmer,0
English Bitter,Winter Warmer,0
Schwarzbier,Winter Warmer,0
Belgian Strong Dark Ale,Winter Warmer,0
Belgian Pale Ale,Winter Warmer,0
Scottish Ale,Winter Warmer,0
Light Lager,Winter Warmer,0
American Amber / Red Lager,Winter Warmer,0
American Pale Lager,Winter Warmer,0
Dortmunder / Export Lager,Winter Warmer,0
Altbier,Winter Warmer,0
Berliner Weissbier,Winter Warmer,0
English Porter,Winter Warmer,0
Maibock / Helles Bock,Winter Warmer,0
Irish Dry Stout,Winter Warmer,0
Keller Bier / Zwickel Bier,Winter Warmer,0
English Strong Ale,Winter Warmer,0
Wheatwine,Winter Warmer,0
English Pale Ale,Winter Warmer,0
Bière de Champagne / Bière B,Winter Warmer,0
Czech Pilsener,Winter Warmer,0
American Wild Ale,Winter Warmer,1
Doppelbock,Winter Warmer,0
Dunkelweizen,Winter Warmer,0
Gueuze,Winter Warmer,0
Eisbock,Winter Warmer,0
Euro Strong Lager,Winter Warmer,0
Scottish Gruit / Ancient Herbe,Winter Warmer,0
Lambic - Unblended,Winter Warmer,0
Munich Dunkel Lager,Winter Warmer,0
Roggenbier,Winter Warmer,0
Faro,Winter Warmer,0
Kölsch,Winter Warmer,0
American Dark Wheat Ale,Winter Warmer,0
Sahti,Winter Warmer,0
Smoked Beer,Winter Warmer,0
Euro Dark Lager,Winter Warmer,0
Weizenbock,Winter Warmer,0
American Black Ale,Vienna Lager,0
American Double / Imperial IPA,Vienna Lager,0
American Double / Imperial Pil,Vienna Lager,0
American IPA,Vienna Lager,0
American Double / Imperial Sto,Vienna Lager,0
Scotch Ale / Wee Heavy,Vienna Lager,0
Old Ale,Vienna Lager,0
English Brown Ale,Vienna Lager,0
Euro Pale Lager,Vienna Lager,0
Munich Helles Lager,Vienna Lager,0
Märzen / Oktoberfest,Vienna Lager,0
Extra Special / Strong Bitter,Vienna Lager,0
Saison / Farmhouse Ale,Vienna Lager,0
Belgian Strong Pale Ale,Vienna Lager,0
Flanders Red Ale,Vienna Lager,0
Foreign / Export Stout,Vienna Lager,0
Hefeweizen,Vienna Lager,0
American Stout,Vienna Lager,0
Herbed / Spiced Beer,Vienna Lager,0
American Porter,Vienna Lager,0
California Common / Steam Beer,Vienna Lager,0
American Strong Ale,Vienna Lager,0
American Pale Ale (APA),Vienna Lager,0
Witbier,Vienna Lager,0
English Barleywine,Vienna Lager,0
Pumpkin Ale,Vienna Lager,0
Japanese Rice Lager,Vienna Lager,0
Cream Ale,Vienna Lager,0
Fruit / Vegetable Beer,Vienna Lager,0
Gose,Vienna Lager,0
American Brown Ale,Vienna Lager,0
American Barleywine,Vienna Lager,0
American Pale Wheat Ale,Vienna Lager,0
Rye Beer,Vienna Lager,0
American Amber / Red Ale,Vienna Lager,0
Belgian IPA,Vienna Lager,0
German Pilsener,Vienna Lager,0
Oatmeal Stout,Vienna Lager,0
Bock,Vienna Lager,1
English India Pale Ale (IPA),Vienna Lager,0
Lambic - Fruit,Vienna Lager,0
Dubbel,Vienna Lager,0
Belgian Dark Ale,Vienna Lager,0
Bière de Garde,Vienna Lager,0
Baltic Porter,Vienna Lager,0
Russian Imperial Stout,Vienna Lager,0
American Blonde Ale,Vienna Lager,0
Tripel,Vienna Lager,0
Flanders Oud Bruin,Vienna Lager,0
English Stout,Vienna Lager,0
Quadrupel (Quad),Vienna Lager,0
Milk / Sweet Stout,Vienna Lager,0
Winter Warmer,Vienna Lager,0
Vienna Lager,Vienna Lager,6
Irish Red Ale,Vienna Lager,0
American Adjunct Lager,Vienna Lager,0
English Bitter,Vienna Lager,0
Schwarzbier,Vienna Lager,0
Belgian Strong Dark Ale,Vienna Lager,0
Belgian Pale Ale,Vienna Lager,0
Scottish Ale,Vienna Lager,0
Light Lager,Vienna Lager,0
American Amber / Red Lager,Vienna Lager,0
